ticket_id,channel,customer_message,sentiment_label,word_count,urgent_flag,text_length,cleaned_text
TKT00291,social,I want to cancel because the service quality is poor and unreliable. My ticket number is 56365.,negative,17,1,17,i want to cancel because the service quality is poor and unreliable my ticket number is 
TKT00292,app,I am satisfied with the plan and would recommend it to others.,positive,12,0,12,i am satisfied with the plan and would recommend it to others
TKT00293,app,I like the new payment and it is easy to use. My ticket number is 62011.,positive,16,0,16,i like the new payment and it is easy to use my ticket number is 
TKT00294,social,The delivery was late and the package arrived damaged. My ticket number is 83254.,negative,14,0,14,the delivery was late and the package arrived damaged my ticket number is 
TKT00295,phone,I am very unhappy because my router has not worked since this morning. My ticket number is 96651. Please respond as soon as possible.,negative,24,1,24,i am very unhappy because my router has not worked since this morning my ticket number is  please respond as soon as possible
TKT00296,email,I need information about the payment process. My ticket number is 46287.,neutral,12,0,12,i need information about the payment process my ticket number is 
TKT00297,phone,Can you confirm whether my ticket has been assigned?,neutral,9,0,9,can you confirm whether my ticket has been assigned
TKT00298,app,The product quality is bad and I regret purchasing it. My ticket number is 84655.,negative,15,1,15,the product quality is bad and i regret purchasing it my ticket number is 
TKT00299,email,I need information about the payment process.,neutral,7,0,7,i need information about the payment process
TKT00300,email,Can you share the status of my mobile app request? My ticket number is 30748.,neutral,15,0,15,can you share the status of my mobile app request my ticket number is 
TKT00301,social,I am checking if there is any scheduled maintenance today. My ticket number is 19606.,neutral,15,0,15,i am checking if there is any scheduled maintenance today my ticket number is 
TKT00302,social,Billing is incorrect and I was charged twice this month.,negative,10,1,10,billing is incorrect and i was charged twice this month
TKT00303,social,I would like to know more about the available plans.,neutral,10,0,10,i would like to know more about the available plans
TKT00304,phone,The delivery was smooth and the product quality is excellent. I appreciate the quick response.,positive,15,0,15,the delivery was smooth and the product quality is excellent i appreciate the quick response
TKT00305,social,Can someone explain the difference between the plans? My ticket number is 93545.,neutral,13,0,13,can someone explain the difference between the plans my ticket number is 
TKT00306,chat,The response from the team was helpful and professional. My ticket number is 60099.,positive,14,0,14,the response from the team was helpful and professional my ticket number is 
TKT00307,social,My refund is still pending and this experience is frustrating. My ticket number is 15987. Please respond as soon as possible.,negative,21,1,21,my refund is still pending and this experience is frustrating my ticket number is  please respond as soon as possible
TKT00308,phone,I am very unhappy because my order has not worked since this morning. My ticket number is 47065.,negative,18,0,18,i am very unhappy because my order has not worked since this morning my ticket number is 
TKT00309,phone,Can you share the status of my subscription request?,neutral,9,0,9,can you share the status of my subscription request
TKT00310,email,Billing is incorrect and I was charged twice this month.,negative,10,0,10,billing is incorrect and i was charged twice this month
TKT00311,phone,I need information about the payment process. Please respond as soon as possible.,neutral,13,1,13,i need information about the payment process please respond as soon as possible
TKT00312,app,Billing is incorrect and I was charged twice this month.,negative,10,1,10,billing is incorrect and i was charged twice this month
TKT00313,social,The installation was completed on time and everything works perfectly. I appreciate the quick response.,positive,15,0,15,the installation was completed on time and everything works perfectly i appreciate the quick response
TKT00314,email,Please tell me how to update my account details. My ticket number is 58622.,neutral,14,0,14,please tell me how to update my account details my ticket number is 
TKT00315,chat,The app crashes whenever I try to use tracking. My ticket number is 64201.,negative,14,1,14,the app crashes whenever i try to use tracking my ticket number is 
TKT00316,app,I am satisfied with the plan and would recommend it to others.,positive,12,0,12,i am satisfied with the plan and would recommend it to others
TKT00317,phone,I need information about the payment process.,neutral,7,0,7,i need information about the payment process
TKT00318,social,The response from the team was helpful and professional.,positive,9,0,9,the response from the team was helpful and professional
TKT00319,social,I need help finding the invoice for my last order.,neutral,10,0,10,i need help finding the invoice for my last order
TKT00320,social,The refund process was fast and convenient.,positive,7,0,7,the refund process was fast and convenient
TKT00321,chat,The delivery was late and the package arrived damaged.,negative,9,0,9,the delivery was late and the package arrived damaged
TKT00322,social,Great service and clear communication from the support team. My ticket number is 11045.,positive,14,0,14,great service and clear communication from the support team my ticket number is 
TKT00323,phone,Can you share the status of my mobile app request?,neutral,10,0,10,can you share the status of my mobile app request
TKT00324,phone,Great service and clear communication from the support team.,positive,9,0,9,great service and clear communication from the support team
TKT00325,phone,The product quality is bad and I regret purchasing it. My ticket number is 15624.,negative,15,0,15,the product quality is bad and i regret purchasing it my ticket number is 
TKT00326,phone,I would like to know more about the available plans. My ticket number is 13589. Please respond as soon as possible.,neutral,21,1,21,i would like to know more about the available plans my ticket number is  please respond as soon as possible
TKT00327,social,The insurance policy keeps failing and support has not resolved my issue.,negative,12,0,12,the insurance policy keeps failing and support has not resolved my issue
TKT00328,email,I want to understand the warranty terms for this product.,neutral,10,0,10,i want to understand the warranty terms for this product
TKT00329,chat,The installation was completed on time and everything works perfectly.,positive,10,0,10,the installation was completed on time and everything works perfectly
TKT00330,email,The app crashes whenever I try to use profile update. My ticket number is 39205.,negative,15,0,15,the app crashes whenever i try to use profile update my ticket number is 
TKT00331,email,The response from the team was helpful and professional. My ticket number is 97916.,positive,14,0,14,the response from the team was helpful and professional my ticket number is 
TKT00332,email,I like the new report download and it is easy to use. My ticket number is 63290. I appreciate the quick response.,positive,22,0,22,i like the new report download and it is easy to use my ticket number is  i appreciate the quick response
TKT00333,social,The delivery was late and the package arrived damaged.,negative,9,0,9,the delivery was late and the package arrived damaged
TKT00334,social,The order is working well and I am happy with the service.,positive,12,0,12,the order is working well and i am happy with the service
TKT00335,phone,The delivery was smooth and the product quality is excellent. I appreciate the quick response.,positive,15,0,15,the delivery was smooth and the product quality is excellent i appreciate the quick response
TKT00336,phone,I am very unhappy because my account has not worked since three days ago. My ticket number is 39934.,negative,19,0,19,i am very unhappy because my account has not worked since three days ago my ticket number is 
TKT00337,phone,The delivery was smooth and the product quality is excellent. I appreciate the quick response.,positive,15,0,15,the delivery was smooth and the product quality is excellent i appreciate the quick response
TKT00338,chat,The delivery was smooth and the product quality is excellent. I appreciate the quick response.,positive,15,0,15,the delivery was smooth and the product quality is excellent i appreciate the quick response
TKT00339,chat,I am very unhappy because my mobile app has not worked since this morning. Please respond as soon as possible.,negative,20,1,20,i am very unhappy because my mobile app has not worked since this morning please respond as soon as possible
TKT00340,email,I like the new video call and it is easy to use. My ticket number is 71400.,positive,17,0,17,i like the new video call and it is easy to use my ticket number is 
TKT00341,app,Please provide the steps to activate notifications.,neutral,7,0,7,please provide the steps to activate notifications
TKT00342,email,I want to understand the warranty terms for this product. My ticket number is 94116.,neutral,15,0,15,i want to understand the warranty terms for this product my ticket number is 
TKT00343,chat,I want to cancel because the service quality is poor and unreliable. My ticket number is 13806. Please respond as soon as possible.,negative,23,1,23,i want to cancel because the service quality is poor and unreliable my ticket number is  please respond as soon as possible
TKT00344,email,My refund is still pending and this experience is frustrating.,negative,10,0,10,my refund is still pending and this experience is frustrating
TKT00345,app,I want to cancel because the service quality is poor and unreliable. My ticket number is 58929. Please respond as soon as possible.,negative,23,1,23,i want to cancel because the service quality is poor and unreliable my ticket number is  please respond as soon as possible
TKT00346,phone,The response from the team was helpful and professional.,positive,9,0,9,the response from the team was helpful and professional
TKT00347,chat,The refund process was fast and convenient. My ticket number is 57154.,positive,12,0,12,the refund process was fast and convenient my ticket number is 
TKT00348,email,I am checking if there is any scheduled maintenance today.,neutral,10,0,10,i am checking if there is any scheduled maintenance today
TKT00349,social,The app crashes whenever I try to use notifications.,negative,9,0,9,the app crashes whenever i try to use notifications
TKT00350,email,The delivery was smooth and the product quality is excellent.,positive,10,0,10,the delivery was smooth and the product quality is excellent
TKT00351,app,Your support team resolved my issue quickly. Thank you. I appreciate the quick response.,positive,14,0,14,your support team resolved my issue quickly thank you i appreciate the quick response
TKT00352,social,The insurance policy is working well and I am happy with the service.,positive,13,0,13,the insurance policy is working well and i am happy with the service
TKT00353,social,The service plan keeps failing and support has not resolved my issue. My ticket number is 14725.,negative,17,0,17,the service plan keeps failing and support has not resolved my issue my ticket number is 
TKT00354,email,The account keeps failing and support has not resolved my issue.,negative,11,0,11,the account keeps failing and support has not resolved my issue
TKT00355,chat,Please tell me how to update my account details.,neutral,9,0,9,please tell me how to update my account details
TKT00356,app,The internet speed is slow and customer care is not helping.,negative,11,1,11,the internet speed is slow and customer care is not helping
TKT00357,social,The app crashes whenever I try to use profile update.,negative,10,1,10,the app crashes whenever i try to use profile update
TKT00358,email,I like the new analytics and it is easy to use.,positive,11,0,11,i like the new analytics and it is easy to use
TKT00359,phone,My refund is still pending and this experience is frustrating. My ticket number is 12727.,negative,15,1,15,my refund is still pending and this experience is frustrating my ticket number is 
TKT00360,app,Please provide the steps to activate payment.,neutral,7,0,7,please provide the steps to activate payment
TKT00361,social,I need help finding the invoice for my last order. Please respond as soon as possible.,neutral,16,1,16,i need help finding the invoice for my last order please respond as soon as possible
TKT00362,phone,The refund process was fast and convenient.,positive,7,0,7,the refund process was fast and convenient
TKT00363,phone,The delivery was smooth and the product quality is excellent.,positive,10,0,10,the delivery was smooth and the product quality is excellent
TKT00364,chat,Please tell me how to update my account details.,neutral,9,0,9,please tell me how to update my account details
TKT00365,phone,I would like to know more about the available plans. My ticket number is 29875.,neutral,15,0,15,i would like to know more about the available plans my ticket number is 
TKT00366,chat,The installation was completed on time and everything works perfectly. My ticket number is 97605.,positive,15,0,15,the installation was completed on time and everything works perfectly my ticket number is 
TKT00367,phone,Please tell me how to update my account details. Please respond as soon as possible.,neutral,15,1,15,please tell me how to update my account details please respond as soon as possible
TKT00368,social,Can you share the status of my order request? My ticket number is 24020.,neutral,14,0,14,can you share the status of my order request my ticket number is 
TKT00369,chat,The subscription is working well and I am happy with the service.,positive,12,0,12,the subscription is working well and i am happy with the service
TKT00370,email,The mobile app keeps failing and support has not resolved my issue. Please respond as soon as possible.,negative,18,1,18,the mobile app keeps failing and support has not resolved my issue please respond as soon as possible
TKT00371,social,Can you confirm whether my ticket has been assigned? My ticket number is 67074.,neutral,14,0,14,can you confirm whether my ticket has been assigned my ticket number is 
TKT00372,phone,Please provide the steps to activate login. Please respond as soon as possible.,neutral,13,1,13,please provide the steps to activate login please respond as soon as possible
TKT00373,email,My refund is still pending and this experience is frustrating.,negative,10,0,10,my refund is still pending and this experience is frustrating
TKT00374,social,Billing is incorrect and I was charged twice this month.,negative,10,0,10,billing is incorrect and i was charged twice this month
TKT00375,app,Billing is incorrect and I was charged twice this month.,negative,10,1,10,billing is incorrect and i was charged twice this month
TKT00376,app,I like the new tracking and it is easy to use.,positive,11,0,11,i like the new tracking and it is easy to use
TKT00377,chat,The delivery was smooth and the product quality is excellent. My ticket number is 18383. I appreciate the quick response.,positive,20,0,20,the delivery was smooth and the product quality is excellent my ticket number is  i appreciate the quick response
TKT00378,social,Can someone explain the difference between the plans?,neutral,8,0,8,can someone explain the difference between the plans
TKT00379,app,Your support team resolved my issue quickly. Thank you.,positive,9,0,9,your support team resolved my issue quickly thank you
TKT00380,social,I need help finding the invoice for my last order. Please respond as soon as possible.,neutral,16,1,16,i need help finding the invoice for my last order please respond as soon as possible
TKT00381,phone,The delivery was late and the package arrived damaged. My ticket number is 32032.,negative,14,1,14,the delivery was late and the package arrived damaged my ticket number is 
TKT00382,email,The delivery was smooth and the product quality is excellent.,positive,10,0,10,the delivery was smooth and the product quality is excellent
TKT00383,email,I am very unhappy because my order has not worked since three days ago. My ticket number is 79397.,negative,19,0,19,i am very unhappy because my order has not worked since three days ago my ticket number is 
TKT00384,email,Great service and clear communication from the support team. My ticket number is 83997.,positive,14,0,14,great service and clear communication from the support team my ticket number is 
TKT00385,chat,Billing is incorrect and I was charged twice this month.,negative,10,0,10,billing is incorrect and i was charged twice this month
TKT00386,email,I like the new video call and it is easy to use.,positive,12,0,12,i like the new video call and it is easy to use
TKT00387,social,I would like to know more about the available plans.,neutral,10,0,10,i would like to know more about the available plans
TKT00388,chat,The subscription keeps failing and support has not resolved my issue. My ticket number is 76301.,negative,16,1,16,the subscription keeps failing and support has not resolved my issue my ticket number is 
TKT00389,social,The delivery was smooth and the product quality is excellent.,positive,10,0,10,the delivery was smooth and the product quality is excellent
TKT00390,app,Your support team resolved my issue quickly. Thank you.,positive,9,0,9,your support team resolved my issue quickly thank you
TKT00391,social,Can you share the status of my dashboard request? My ticket number is 93205.,neutral,14,0,14,can you share the status of my dashboard request my ticket number is 
TKT00392,app,Can you confirm whether my ticket has been assigned? My ticket number is 89521.,neutral,14,0,14,can you confirm whether my ticket has been assigned my ticket number is 
TKT00393,social,My refund is still pending and this experience is frustrating.,negative,10,0,10,my refund is still pending and this experience is frustrating
TKT00394,chat,I want to understand the warranty terms for this product.,neutral,10,0,10,i want to understand the warranty terms for this product
TKT00395,phone,The refund process was fast and convenient. I appreciate the quick response.,positive,12,0,12,the refund process was fast and convenient i appreciate the quick response
TKT00396,social,I would like to know more about the available plans. My ticket number is 90837.,neutral,15,0,15,i would like to know more about the available plans my ticket number is 
TKT00397,email,The delivery was smooth and the product quality is excellent.,positive,10,0,10,the delivery was smooth and the product quality is excellent
TKT00398,social,The response from the team was helpful and professional. My ticket number is 72282. I appreciate the quick response.,positive,19,0,19,the response from the team was helpful and professional my ticket number is  i appreciate the quick response
TKT00399,email,I need help finding the invoice for my last order.,neutral,10,0,10,i need help finding the invoice for my last order
TKT00400,social,Can someone explain the difference between the plans? My ticket number is 56129.,neutral,13,0,13,can someone explain the difference between the plans my ticket number is 
TKT00401,app,I have raised multiple tickets but nobody has fixed the problem.,negative,11,1,11,i have raised multiple tickets but nobody has fixed the problem
TKT00402,app,The internet speed is slow and customer care is not helping.,negative,11,0,11,the internet speed is slow and customer care is not helping
TKT00403,social,The product quality is bad and I regret purchasing it. My ticket number is 89289. Please respond as soon as possible.,negative,21,1,21,the product quality is bad and i regret purchasing it my ticket number is  please respond as soon as possible
TKT00404,chat,The order is working well and I am happy with the service.,positive,12,0,12,the order is working well and i am happy with the service
TKT00405,email,I am checking if there is any scheduled maintenance today. My ticket number is 88882.,neutral,15,0,15,i am checking if there is any scheduled maintenance today my ticket number is 
TKT00406,email,The delivery was smooth and the product quality is excellent.,positive,10,0,10,the delivery was smooth and the product quality is excellent
TKT00407,social,Can someone explain the difference between the plans?,neutral,8,0,8,can someone explain the difference between the plans
TKT00408,chat,I need help finding the invoice for my last order.,neutral,10,0,10,i need help finding the invoice for my last order
TKT00409,app,The internet speed is slow and customer care is not helping. My ticket number is 16019.,negative,16,0,16,the internet speed is slow and customer care is not helping my ticket number is 
TKT00410,email,The product quality is bad and I regret purchasing it.,negative,10,1,10,the product quality is bad and i regret purchasing it
TKT00411,phone,I need help finding the invoice for my last order.,neutral,10,0,10,i need help finding the invoice for my last order
TKT00412,chat,I need help finding the invoice for my last order.,neutral,10,0,10,i need help finding the invoice for my last order
TKT00413,email,Can you share the status of my subscription request?,neutral,9,0,9,can you share the status of my subscription request
TKT00414,phone,I have raised multiple tickets but nobody has fixed the problem. My ticket number is 88027.,negative,16,1,16,i have raised multiple tickets but nobody has fixed the problem my ticket number is 
TKT00415,chat,Please provide the steps to activate notifications. My ticket number is 15061.,neutral,12,0,12,please provide the steps to activate notifications my ticket number is 
TKT00416,chat,The app crashes whenever I try to use report download. My ticket number is 65767.,negative,15,1,15,the app crashes whenever i try to use report download my ticket number is 
TKT00417,email,I am very unhappy because my order has not worked since last week.,negative,13,1,13,i am very unhappy because my order has not worked since last week
TKT00418,social,I have raised multiple tickets but nobody has fixed the problem.,negative,11,1,11,i have raised multiple tickets but nobody has fixed the problem
TKT00419,phone,Billing is incorrect and I was charged twice this month.,negative,10,0,10,billing is incorrect and i was charged twice this month
TKT00420,chat,The mobile app keeps failing and support has not resolved my issue. Please respond as soon as possible.,negative,18,1,18,the mobile app keeps failing and support has not resolved my issue please respond as soon as possible
TKT00421,email,The installation was completed on time and everything works perfectly.,positive,10,0,10,the installation was completed on time and everything works perfectly
TKT00422,chat,Your support team resolved my issue quickly. Thank you.,positive,9,0,9,your support team resolved my issue quickly thank you
TKT00423,social,Can you confirm whether my ticket has been assigned?,neutral,9,0,9,can you confirm whether my ticket has been assigned
TKT00424,email,I want to cancel because the service quality is poor and unreliable. My ticket number is 50976. Please respond as soon as possible.,negative,23,1,23,i want to cancel because the service quality is poor and unreliable my ticket number is  please respond as soon as possible
TKT00425,email,I am satisfied with the plan and would recommend it to others. My ticket number is 18724. I appreciate the quick response.,positive,22,0,22,i am satisfied with the plan and would recommend it to others my ticket number is  i appreciate the quick response
TKT00426,phone,Can you share the status of my order request? My ticket number is 68751.,neutral,14,0,14,can you share the status of my order request my ticket number is 
TKT00427,phone,I want to understand the warranty terms for this product. My ticket number is 79327.,neutral,15,0,15,i want to understand the warranty terms for this product my ticket number is 
TKT00428,social,The internet speed is slow and customer care is not helping. My ticket number is 84852.,negative,16,1,16,the internet speed is slow and customer care is not helping my ticket number is 
TKT00429,chat,The app crashes whenever I try to use report download.,negative,10,1,10,the app crashes whenever i try to use report download
TKT00430,app,I would like to know more about the available plans.,neutral,10,0,10,i would like to know more about the available plans
TKT00431,app,Great service and clear communication from the support team. My ticket number is 32818.,positive,14,0,14,great service and clear communication from the support team my ticket number is 
TKT00432,phone,I have raised multiple tickets but nobody has fixed the problem.,negative,11,1,11,i have raised multiple tickets but nobody has fixed the problem
TKT00433,email,I need information about the payment process.,neutral,7,0,7,i need information about the payment process
TKT00434,phone,The product quality is bad and I regret purchasing it. Please respond as soon as possible.,negative,16,1,16,the product quality is bad and i regret purchasing it please respond as soon as possible
TKT00435,social,The app experience is smooth and reliable.,positive,7,0,7,the app experience is smooth and reliable
TKT00436,social,The installation was completed on time and everything works perfectly. My ticket number is 61911. I appreciate the quick response.,positive,20,0,20,the installation was completed on time and everything works perfectly my ticket number is  i appreciate the quick response
TKT00437,email,Please provide the steps to activate analytics. My ticket number is 87010.,neutral,12,0,12,please provide the steps to activate analytics my ticket number is 
TKT00438,chat,I would like to know more about the available plans. My ticket number is 12223.,neutral,15,0,15,i would like to know more about the available plans my ticket number is 
TKT00439,social,I am satisfied with the plan and would recommend it to others.,positive,12,0,12,i am satisfied with the plan and would recommend it to others
TKT00440,social,I have raised multiple tickets but nobody has fixed the problem. My ticket number is 77449.,negative,16,1,16,i have raised multiple tickets but nobody has fixed the problem my ticket number is 
TKT00441,app,The installation was completed on time and everything works perfectly.,positive,10,0,10,the installation was completed on time and everything works perfectly
TKT00442,chat,The product quality is bad and I regret purchasing it.,negative,10,1,10,the product quality is bad and i regret purchasing it
TKT00443,social,The product quality is bad and I regret purchasing it. My ticket number is 80837. Please respond as soon as possible.,negative,21,1,21,the product quality is bad and i regret purchasing it my ticket number is  please respond as soon as possible
TKT00444,social,The app experience is smooth and reliable.,positive,7,0,7,the app experience is smooth and reliable
TKT00445,app,I have raised multiple tickets but nobody has fixed the problem. Please respond as soon as possible.,negative,17,1,17,i have raised multiple tickets but nobody has fixed the problem please respond as soon as possible
TKT00446,chat,The delivery was smooth and the product quality is excellent. My ticket number is 38526.,positive,15,0,15,the delivery was smooth and the product quality is excellent my ticket number is 
TKT00447,app,I want to understand the warranty terms for this product.,neutral,10,0,10,i want to understand the warranty terms for this product
TKT00448,social,Your support team resolved my issue quickly. Thank you. My ticket number is 12970.,positive,14,0,14,your support team resolved my issue quickly thank you my ticket number is 
TKT00449,phone,I need help finding the invoice for my last order. Please respond as soon as possible.,neutral,16,1,16,i need help finding the invoice for my last order please respond as soon as possible
TKT00450,phone,Billing is incorrect and I was charged twice this month.,negative,10,0,10,billing is incorrect and i was charged twice this month
TKT00451,chat,Great service and clear communication from the support team.,positive,9,0,9,great service and clear communication from the support team
TKT00452,chat,Billing is incorrect and I was charged twice this month.,negative,10,1,10,billing is incorrect and i was charged twice this month
TKT00453,chat,Great service and clear communication from the support team. My ticket number is 51307.,positive,14,0,14,great service and clear communication from the support team my ticket number is 
TKT00454,email,The subscription is working well and I am happy with the service.,positive,12,0,12,the subscription is working well and i am happy with the service
TKT00455,email,The app crashes whenever I try to use tracking. My ticket number is 70429. Please respond as soon as possible.,negative,20,1,20,the app crashes whenever i try to use tracking my ticket number is  please respond as soon as possible
TKT00456,app,Great service and clear communication from the support team. I appreciate the quick response.,positive,14,0,14,great service and clear communication from the support team i appreciate the quick response
TKT00457,email,The app crashes whenever I try to use video call.,negative,10,1,10,the app crashes whenever i try to use video call
TKT00458,app,Can someone explain the difference between the plans?,neutral,8,0,8,can someone explain the difference between the plans
TKT00459,phone,I would like to know more about the available plans. My ticket number is 73877.,neutral,15,0,15,i would like to know more about the available plans my ticket number is 
TKT00460,social,The router keeps failing and support has not resolved my issue. My ticket number is 98977.,negative,16,0,16,the router keeps failing and support has not resolved my issue my ticket number is 
TKT00461,app,The app experience is smooth and reliable. My ticket number is 30762.,positive,12,0,12,the app experience is smooth and reliable my ticket number is 
TKT00462,social,The refund process was fast and convenient.,positive,7,0,7,the refund process was fast and convenient
TKT00463,phone,I have raised multiple tickets but nobody has fixed the problem. My ticket number is 23741.,negative,16,0,16,i have raised multiple tickets but nobody has fixed the problem my ticket number is 
TKT00464,phone,I need information about the payment process. Please respond as soon as possible.,neutral,13,1,13,i need information about the payment process please respond as soon as possible
TKT00465,phone,The insurance policy is working well and I am happy with the service. I appreciate the quick response.,positive,18,0,18,the insurance policy is working well and i am happy with the service i appreciate the quick response
TKT00466,phone,Billing is incorrect and I was charged twice this month.,negative,10,1,10,billing is incorrect and i was charged twice this month
TKT00467,social,I am checking if there is any scheduled maintenance today. My ticket number is 37710.,neutral,15,0,15,i am checking if there is any scheduled maintenance today my ticket number is 
TKT00468,email,Can you share the status of my dashboard request? My ticket number is 96412.,neutral,14,0,14,can you share the status of my dashboard request my ticket number is 
TKT00469,phone,Please tell me how to update my account details.,neutral,9,0,9,please tell me how to update my account details
TKT00470,phone,The delivery was late and the package arrived damaged. Please respond as soon as possible.,negative,15,1,15,the delivery was late and the package arrived damaged please respond as soon as possible
TKT00471,phone,The dashboard is working well and I am happy with the service.,positive,12,0,12,the dashboard is working well and i am happy with the service
TKT00472,email,The insurance policy is working well and I am happy with the service.,positive,13,0,13,the insurance policy is working well and i am happy with the service
TKT00473,chat,I need information about the payment process.,neutral,7,0,7,i need information about the payment process
TKT00474,email,I have raised multiple tickets but nobody has fixed the problem. Please respond as soon as possible.,negative,17,1,17,i have raised multiple tickets but nobody has fixed the problem please respond as soon as possible
TKT00475,app,I need help finding the invoice for my last order.,neutral,10,0,10,i need help finding the invoice for my last order
TKT00476,email,The delivery was smooth and the product quality is excellent.,positive,10,0,10,the delivery was smooth and the product quality is excellent
TKT00477,phone,Your support team resolved my issue quickly. Thank you.,positive,9,0,9,your support team resolved my issue quickly thank you
TKT00478,app,Please tell me how to update my account details. My ticket number is 17418.,neutral,14,0,14,please tell me how to update my account details my ticket number is 
TKT00479,email,Can you confirm whether my ticket has been assigned? My ticket number is 41483.,neutral,14,0,14,can you confirm whether my ticket has been assigned my ticket number is 
TKT00480,social,The internet speed is slow and customer care is not helping. My ticket number is 46313.,negative,16,0,16,the internet speed is slow and customer care is not helping my ticket number is 
TKT00481,social,Great service and clear communication from the support team.,positive,9,0,9,great service and clear communication from the support team
TKT00482,chat,Please tell me how to update my account details.,neutral,9,0,9,please tell me how to update my account details
TKT00483,social,I am very unhappy because my account has not worked since last week. Please respond as soon as possible.,negative,19,1,19,i am very unhappy because my account has not worked since last week please respond as soon as possible
TKT00484,app,The delivery was late and the package arrived damaged.,negative,9,1,9,the delivery was late and the package arrived damaged
TKT00485,phone,My refund is still pending and this experience is frustrating. My ticket number is 29850.,negative,15,1,15,my refund is still pending and this experience is frustrating my ticket number is 
TKT00486,social,I like the new profile update and it is easy to use. My ticket number is 57237. I appreciate the quick response.,positive,22,0,22,i like the new profile update and it is easy to use my ticket number is  i appreciate the quick response
TKT00487,email,Can you share the status of my order request? Please respond as soon as possible.,neutral,15,1,15,can you share the status of my order request please respond as soon as possible
TKT00488,app,Please tell me how to update my account details. Please respond as soon as possible.,neutral,15,1,15,please tell me how to update my account details please respond as soon as possible
TKT00489,email,I am very unhappy because my service plan has not worked since last week. My ticket number is 36764.,negative,19,1,19,i am very unhappy because my service plan has not worked since last week my ticket number is 
TKT00490,phone,The app experience is smooth and reliable. My ticket number is 25722. I appreciate the quick response.,positive,17,0,17,the app experience is smooth and reliable my ticket number is  i appreciate the quick response
TKT00491,email,I have raised multiple tickets but nobody has fixed the problem. My ticket number is 31913.,negative,16,0,16,i have raised multiple tickets but nobody has fixed the problem my ticket number is 
TKT00492,chat,Can you share the status of my service plan request? My ticket number is 17050.,neutral,15,0,15,can you share the status of my service plan request my ticket number is 
TKT00493,app,The response from the team was helpful and professional. I appreciate the quick response.,positive,14,0,14,the response from the team was helpful and professional i appreciate the quick response
TKT00494,email,The app crashes whenever I try to use video call. My ticket number is 20784. Please respond as soon as possible.,negative,21,1,21,the app crashes whenever i try to use video call my ticket number is  please respond as soon as possible
TKT00495,chat,Can you confirm whether my ticket has been assigned? Please respond as soon as possible.,neutral,15,1,15,can you confirm whether my ticket has been assigned please respond as soon as possible
TKT00496,email,I want to understand the warranty terms for this product.,neutral,10,0,10,i want to understand the warranty terms for this product
TKT00497,phone,I need help finding the invoice for my last order. My ticket number is 55212.,neutral,15,0,15,i need help finding the invoice for my last order my ticket number is 
TKT00498,email,I want to understand the warranty terms for this product. My ticket number is 23933.,neutral,15,0,15,i want to understand the warranty terms for this product my ticket number is 
TKT00499,phone,My refund is still pending and this experience is frustrating.,negative,10,0,10,my refund is still pending and this experience is frustrating
TKT00500,social,Great service and clear communication from the support team.,positive,9,0,9,great service and clear communication from the support team
TKT00501,social,Please tell me how to update my account details.,neutral,9,0,9,please tell me how to update my account details
TKT00502,social,Can you confirm whether my ticket has been assigned?,neutral,9,0,9,can you confirm whether my ticket has been assigned
TKT00503,app,The installation was completed on time and everything works perfectly. My ticket number is 84351. I appreciate the quick response.,positive,20,0,20,the installation was completed on time and everything works perfectly my ticket number is  i appreciate the quick response
TKT00504,chat,I am very unhappy because my dashboard has not worked since this morning.,negative,13,1,13,i am very unhappy because my dashboard has not worked since this morning
TKT00505,email,I like the new analytics and it is easy to use.,positive,11,0,11,i like the new analytics and it is easy to use
TKT00506,email,I would like to know more about the available plans. My ticket number is 34574. Please respond as soon as possible.,neutral,21,1,21,i would like to know more about the available plans my ticket number is  please respond as soon as possible
TKT00507,chat,I want to cancel because the service quality is poor and unreliable.,negative,12,1,12,i want to cancel because the service quality is poor and unreliable
TKT00508,phone,The subscription is working well and I am happy with the service.,positive,12,0,12,the subscription is working well and i am happy with the service
TKT00509,social,The refund process was fast and convenient. My ticket number is 10632. I appreciate the quick response.,positive,17,0,17,the refund process was fast and convenient my ticket number is  i appreciate the quick response
TKT00510,email,I need help finding the invoice for my last order. My ticket number is 10347. Please respond as soon as possible.,neutral,21,1,21,i need help finding the invoice for my last order my ticket number is  please respond as soon as possible
TKT00511,social,Please tell me how to update my account details. My ticket number is 69866.,neutral,14,0,14,please tell me how to update my account details my ticket number is 
TKT00512,email,I need help finding the invoice for my last order. My ticket number is 54150.,neutral,15,0,15,i need help finding the invoice for my last order my ticket number is 
TKT00513,email,Great service and clear communication from the support team. I appreciate the quick response.,positive,14,0,14,great service and clear communication from the support team i appreciate the quick response
TKT00514,chat,The installation was completed on time and everything works perfectly.,positive,10,0,10,the installation was completed on time and everything works perfectly
TKT00515,phone,Your support team resolved my issue quickly. Thank you. My ticket number is 89184.,positive,14,0,14,your support team resolved my issue quickly thank you my ticket number is 
TKT00516,phone,I want to understand the warranty terms for this product. Please respond as soon as possible.,neutral,16,1,16,i want to understand the warranty terms for this product please respond as soon as possible
TKT00517,app,The router is working well and I am happy with the service.,positive,12,0,12,the router is working well and i am happy with the service
TKT00518,social,I am checking if there is any scheduled maintenance today.,neutral,10,0,10,i am checking if there is any scheduled maintenance today
